"Date/Time","Date/Time","No.1","No.2"
"Date/Time","Date/Time","TR-72wf Ch.1","TR-72wf Ch.2"
"","","ÅãC","%"
"2019-11-08 00:14:38","43777.0101620370","16.7","74"
"2019-11-08 00:19:38","43777.0136342593","16.9","75"
"2019-11-08 00:24:38","43777.0171064815","15.9","66"
"2019-11-08 00:29:38","43777.0205787037","13.8","54"
"2019-11-08 00:34:38","43777.0240509259","13.5","56"
"2019-11-08 00:39:38","43777.0275231482","14.3","61"
"2019-11-08 00:44:38","43777.0309953704","14.8","64"
"2019-11-08 00:49:38","43777.0344675926","15.2","66"
"2019-11-08 00:54:38","43777.0379398148","15.5","68"
"2019-11-08 00:59:38","43777.0414120370","15.8","69"
"2019-11-08 01:04:38","43777.0448842593","15.9","70"
"2019-11-08 01:09:38","43777.0483564815","16.1","70"
"2019-11-08 01:14:38","43777.0518287037","16.3","71"
"2019-11-08 01:19:38","43777.0553009259","16.4","72"
"2019-11-08 01:24:38","43777.0587731482","16.6","72"
"2019-11-08 01:29:38","43777.0622453704","16.7","73"
"2019-11-08 01:34:38","43777.0657175926","16.8","73"
"2019-11-08 01:39:38","43777.0691898148","16.7","73"
"2019-11-08 01:44:38","43777.0726620370","14.6","56"
"2019-11-08 01:49:38","43777.0761342593","13.3","52"
"2019-11-08 01:54:38","43777.0796064815","14.0","60"
"2019-11-08 01:59:38","43777.0830787037","14.7","64"
"2019-11-08 02:04:38","43777.0865509259","15.1","65"
"2019-11-08 02:09:38","43777.0900231482","15.4","67"
"2019-11-08 02:14:38","43777.0934953704","15.7","68"
"2019-11-08 02:19:38","43777.0969675926","15.9","69"
"2019-11-08 02:24:38","43777.1004398148","16.0","70"
"2019-11-08 02:29:38","43777.1039120370","16.2","70"
"2019-11-08 02:34:38","43777.1073842593","16.3","71"
"2019-11-08 02:39:38","43777.1108564815","16.5","71"
"2019-11-08 02:44:38","43777.1143287037","16.6","72"
"2019-11-08 02:49:38","43777.1178009259","16.7","73"
"2019-11-08 02:54:38","43777.1212731482","16.8","73"
"2019-11-08 02:59:38","43777.1247453704","15.6","63"
"2019-11-08 03:04:38","43777.1282175926","13.8","53"
"2019-11-08 03:09:38","43777.1316898148","13.7","56"
"2019-11-08 03:14:38","43777.1351620370","14.4","61"
"2019-11-08 03:19:38","43777.1386342593","14.9","64"
"2019-11-08 03:24:38","43777.1421064815","15.3","65"
"2019-11-08 03:29:38","43777.1455787037","15.5","67"
"2019-11-08 03:34:38","43777.1490509259","15.7","68"
"2019-11-08 03:39:38","43777.1525231482","15.9","69"
"2019-11-08 03:44:38","43777.1559953704","16.0","70"
"2019-11-08 03:49:38","43777.1594675926","16.2","70"
"2019-11-08 03:54:38","43777.1629398148","16.3","70"
"2019-11-08 03:59:38","43777.1664120370","16.5","71"
"2019-11-08 04:04:38","43777.1698842593","16.6","71"
"2019-11-08 04:09:38","43777.1733564815","16.7","72"
"2019-11-08 04:14:38","43777.1768287037","16.8","72"
"2019-11-08 04:19:38","43777.1803009259","15.5","62"
"2019-11-08 04:24:38","43777.1837731482","13.7","52"
"2019-11-08 04:29:38","43777.1872453704","13.7","56"
"2019-11-08 04:34:38","43777.1907175926","14.4","61"
"2019-11-08 04:39:38","43777.1941898148","14.9","70"
"2019-11-08 04:44:38","43777.1976620370","15.4","76"
"2019-11-08 04:49:38","43777.2011342593","15.8","79"
"2019-11-08 04:54:38","43777.2046064815","16.0","80"
"2019-11-08 04:59:38","43777.2080787037","16.3","81"
"2019-11-08 05:04:38","43777.2115509259","16.6","81"
"2019-11-08 05:09:38","43777.2150231482","16.7","80"
"2019-11-08 05:14:38","43777.2184953704","14.8","61"
"2019-11-08 05:19:38","43777.2219675926","13.2","54"
"2019-11-08 05:24:38","43777.2254398148","13.8","61"
"2019-11-08 05:29:38","43777.2289120370","14.4","65"
"2019-11-08 05:34:38","43777.2323842593","14.9","67"
"2019-11-08 05:39:38","43777.2358564815","15.2","69"
"2019-11-08 05:44:38","43777.2393287037","15.5","70"
"2019-11-08 05:49:38","43777.2428009259","15.7","71"
"2019-11-08 05:54:38","43777.2462731482","15.9","72"
"2019-11-08 05:59:38","43777.2497453704","16.0","73"
"2019-11-08 06:04:38","43777.2532175926","16.1","74"
"2019-11-08 06:09:38","43777.2566898148","16.3","74"
"2019-11-08 06:14:38","43777.2601620370","16.4","75"
"2019-11-08 06:19:38","43777.2636342593","16.5","75"
"2019-11-08 06:24:38","43777.2671064815","16.6","75"
"2019-11-08 06:29:38","43777.2705787037","16.7","75"
"2019-11-08 06:34:38","43777.2740509259","16.9","77"
"2019-11-08 06:39:38","43777.2775231482","15.0","60"
"2019-11-08 06:44:38","43777.2809953704","13.3","53"
"2019-11-08 06:49:38","43777.2844675926","13.7","58"
"2019-11-08 06:54:38","43777.2879398148","14.3","63"
"2019-11-08 06:59:38","43777.2914120370","14.8","65"
"2019-11-08 07:04:38","43777.2948842593","15.1","67"
"2019-11-08 07:09:38","43777.2983564815","15.4","69"
"2019-11-08 07:14:38","43777.3018287037","15.6","69"
"2019-11-08 07:19:38","43777.3053009259","15.8","70"
"2019-11-08 07:24:38","43777.3087731482","15.9","71"
"2019-11-08 07:29:38","43777.3122453704","16.0","72"
"2019-11-08 07:34:38","43777.3157175926","16.2","72"
"2019-11-08 07:39:38","43777.3191898148","16.3","73"
"2019-11-08 07:44:38","43777.3226620370","16.4","73"
"2019-11-08 07:49:38","43777.3261342593","16.5","74"
"2019-11-08 07:54:38","43777.3296064815","16.7","74"
"2019-11-08 07:59:38","43777.3330787037","16.8","74"
"2019-11-08 08:04:38","43777.3365509259","15.8","66"
"2019-11-08 08:09:38","43777.3400231482","13.9","54"
"2019-11-08 08:14:38","43777.3434953704","13.6","56"
"2019-11-08 08:19:38","43777.3469675926","14.2","62"
"2019-11-08 08:24:38","43777.3504398148","14.7","64"
"2019-11-08 08:29:38","43777.3539120370","15.1","66"
"2019-11-08 08:34:38","43777.3573842593","15.4","68"
"2019-11-08 08:39:38","43777.3608564815","15.6","69"
"2019-11-08 08:44:38","43777.3643287037","15.8","69"
"2019-11-08 08:49:38","43777.3678009259","15.9","70"
"2019-11-08 08:54:38","43777.3712731482","16.0","70"
"2019-11-08 08:59:38","43777.3747453704","16.2","71"
"2019-11-08 09:04:38","43777.3782175926","16.3","72"
"2019-11-08 09:09:38","43777.3816898148","16.4","72"
"2019-11-08 09:14:38","43777.3851620370","16.5","73"
"2019-11-08 09:19:38","43777.3886342593","16.6","73"
"2019-11-08 09:24:38","43777.3921064815","16.8","73"
"2019-11-08 09:29:38","43777.3955787037","15.3","62"
"2019-11-08 09:34:38","43777.3990509259","13.5","52"
"2019-11-08 09:39:38","43777.4025231482","13.7","57"
"2019-11-08 09:44:38","43777.4059953704","14.3","62"
"2019-11-08 09:49:38","43777.4094675926","14.8","64"
"2019-11-08 09:54:38","43777.4129398148","15.2","66"
"2019-11-08 09:59:38","43777.4164120370","15.4","67"
"2019-11-08 10:04:38","43777.4198842593","15.6","68"
"2019-11-08 10:09:38","43777.4233564815","15.8","69"
"2019-11-08 10:14:38","43777.4268287037","15.9","70"
"2019-11-08 10:19:38","43777.4303009259","16.0","71"
"2019-11-08 10:24:38","43777.4337731482","16.2","71"
"2019-11-08 10:29:38","43777.4372453704","16.3","71"
"2019-11-08 10:34:38","43777.4407175926","16.4","72"
